,ticker,exchange,name,sector,industry
0,PIH,NASDAQ,"1347 PROPERTY INSURANCE HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
1,PIHPP,NASDAQ,"1347 PROPERTY INSURANCE HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
2,TURN,NASDAQ,180 DEGREE CAPITAL CORP.,FINANCE,FINANCE/INVESTORS SERVICES
4,FCCY,NASDAQ,1ST CONSTITUTION BANCORP (NJ),FINANCE,SAVINGS INSTITUTIONS
5,SRCE,NASDAQ,1ST SOURCE CORPORATION,FINANCE,MAJOR BANKS
29,ANCX,NASDAQ,ACCESS NATIONAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
40,ACNB,NASDAQ,ACNB CORPORATION,FINANCE,MAJOR BANKS
82,AGFS,NASDAQ,"AGROFRESH SOLUTIONS, INC.",FINANCE,BUSINESS SERVICES
83,AGFSW,NASDAQ,"AGROFRESH SOLUTIONS, INC.",FINANCE,BUSINESS SERVICES
109,ABTX,NASDAQ,"ALLEGIANCE BANCSHARES, INC.",FINANCE,MAJOR BANKS
128,AMR,NASDAQ,"ALTA MESA RESOURCES, INC.",FINANCE,BUSINESS SERVICES
129,AMRWW,NASDAQ,"ALTA MESA RESOURCES, INC.",FINANCE,BUSINESS SERVICES
139,AMBC,NASDAQ,"AMBAC FINANCIAL GROUP, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
140,AMBCW,NASDAQ,"AMBAC FINANCIAL GROUP, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
149,ATAX,NASDAQ,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P.",FINANCE,FINANCE: CONSUMER SERVICES
153,AMNB,NASDAQ,"AMERICAN NATIONAL BANKSHARES, INC.",FINANCE,MAJOR BANKS
154,ANAT,NASDAQ,AMERICAN NATIONAL INSURANCE COMPANY,FINANCE,LIFE INSURANCE
158,AMRB,NASDAQ,AMERICAN RIVER BANKSHARES,FINANCE,MAJOR BANKS
163,ABCB,NASDAQ,AMERIS BANCORP,FINANCE,MAJOR BANKS
164,AMSF,NASDAQ,"AMERISAFE, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
165,ASRV,NASDAQ,AMERISERV FINANCIAL INC.,FINANCE,MAJOR BANKS
166,ASRVP,NASDAQ,AMERISERV FINANCIAL INC.,FINANCE,MAJOR BANKS
167,ATLO,NASDAQ,AMES NATIONAL CORPORATION,FINANCE,MAJOR BANKS
174,AFSI,NASDAQ,"AMTRUST FINANCIAL SERVICES, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
180,ANCB,NASDAQ,ANCHOR BANCORP,FINANCE,BANKS
218,ACGL,NASDAQ,ARCH CAPITAL GROUP LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
219,ACGLO,NASDAQ,ARCH CAPITAL GROUP LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
220,ACGLP,NASDAQ,ARCH CAPITAL GROUP LTD.,FINANCE,PROPERTY-CASUALTY INSURERS
235,AROW,NASDAQ,ARROW FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
249,ASFI,NASDAQ,"ASTA FUNDING, INC.",FINANCE,FINANCE COMPANIES
264,AAME,NASDAQ,ATLANTIC AMERICAN CORPORATION,FINANCE,LIFE INSURANCE
265,ACBI,NASDAQ,"ATLANTIC CAPITAL BANCSHARES, INC.",FINANCE,MAJOR BANKS
266,ACFC,NASDAQ,ATLANTIC COAST FINANCIAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
268,ATLC,NASDAQ,ATLANTICUS HOLDINGS CORPORATION,FINANCE,FINANCE: CONSUMER SERVICES
270,AFH,NASDAQ,"ATLAS FINANCIAL HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
271,AFHBL,NASDAQ,"ATLAS FINANCIAL HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
282,AUBN,NASDAQ,"AUBURN NATIONAL BANCORPORATION, INC.",FINANCE,MAJOR BANKS
322,BWINA,NASDAQ,"BALDWIN & LYONS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
323,BWINB,NASDAQ,"BALDWIN & LYONS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
325,BANF,NASDAQ,BANCFIRST CORPORATION,FINANCE,MAJOR BANKS
326,BANFP,NASDAQ,BANCFIRST CORPORATION,FINANCE,MAJOR BANKS
327,BCTF,NASDAQ,"BANCORP 34, INC.",FINANCE,SAVINGS INSTITUTIONS
329,BOCH,NASDAQ,BANK OF COMMERCE HOLDINGS (CA),FINANCE,MAJOR BANKS
330,BMRC,NASDAQ,BANK OF MARIN BANCORP,FINANCE,MAJOR BANKS
331,BMLP,NASDAQ,BANK OF MONTREAL,FINANCE,COMMERCIAL BANKS
332,BKSC,NASDAQ,BANK OF SOUTH CAROLINA CORP.,FINANCE,MAJOR BANKS
333,BOTJ,NASDAQ,"BANK OF THE JAMES FINANCIAL GROUP, INC.",FINANCE,MAJOR BANKS
334,OZRK,NASDAQ,BANK OF THE OZARKS,FINANCE,MAJOR BANKS
335,BFIN,NASDAQ,BANKFINANCIAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
336,BWFG,NASDAQ,"BANKWELL FINANCIAL GROUP, INC.",FINANCE,MAJOR BANKS
337,BANR,NASDAQ,BANNER CORPORATION,FINANCE,MAJOR BANKS
339,DFVL,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
340,DFVS,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
341,DLBL,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
342,DLBS,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
343,DTUL,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
344,DTUS,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
345,DTYL,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
346,DTYS,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
347,FLAT,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
348,STPP,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
349,TAPR,NASDAQ,BARCLAYS PLC,FINANCE,COMMERCIAL BANKS
350,BHAC,NASDAQ,BARINGTON/HILCO ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
351,BHACR,NASDAQ,BARINGTON/HILCO ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
352,BHACU,NASDAQ,BARINGTON/HILCO ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
353,BHACW,NASDAQ,BARINGTON/HILCO ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
356,BCML,NASDAQ,BAYCOM CORP,FINANCE,MAJOR BANKS
357,BCBP,NASDAQ,"BCB BANCORP, INC. (NJ)",FINANCE,SAVINGS INSTITUTIONS
366,BNCL,NASDAQ,"BENEFICIAL BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
371,BGCP,NASDAQ,"BGC PARTNERS, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
373,BRPA,NASDAQ,BIG ROCK PARTNERS ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
374,BRPAR,NASDAQ,BIG ROCK PARTNERS ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
375,BRPAU,NASDAQ,BIG ROCK PARTNERS ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
376,BRPAW,NASDAQ,BIG ROCK PARTNERS ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
401,BCAC,NASDAQ,BISON CAPITAL ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
402,BCACR,NASDAQ,BISON CAPITAL ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
403,BCACU,NASDAQ,BISON CAPITAL ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
404,BCACW,NASDAQ,BISON CAPITAL ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
407,BRAC,NASDAQ,BLACK RIDGE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
408,BRACR,NASDAQ,BLACK RIDGE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
409,BRACU,NASDAQ,BLACK RIDGE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
410,BRACW,NASDAQ,BLACK RIDGE ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
412,HAWK,NASDAQ,"BLACKHAWK NETWORK HOLDINGS, INC.",FINANCE,FINANCE: CONSUMER SERVICES
422,BCOR,NASDAQ,"BLUCORA, INC.",FINANCE,FINANCE: CONSUMER SERVICES
424,BHBK,NASDAQ,"BLUE HILLS BANCORP, INC.",FINANCE,MAJOR BANKS
431,BOFI,NASDAQ,"BOFI HOLDING, INC.",FINANCE,SAVINGS INSTITUTIONS
432,BOFIL,NASDAQ,"BOFI HOLDING, INC.",FINANCE,SAVINGS INSTITUTIONS
435,BOKF,NASDAQ,BOK FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
436,BOKFL,NASDAQ,BOK FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
440,BOMN,NASDAQ,BOSTON OMAHA CORPORATION,FINANCE,REAL ESTATE
441,BPFH,NASDAQ,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",FINANCE,MAJOR BANKS
442,BPFHP,NASDAQ,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",FINANCE,MAJOR BANKS
443,BPFHW,NASDAQ,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",FINANCE,MAJOR BANKS
449,BDGE,NASDAQ,"BRIDGE BANCORP, INC.",FINANCE,MAJOR BANKS
451,BWB,NASDAQ,"BRIDGEWATER BANCSHARES, INC.",FINANCE,MAJOR BANKS
454,BHF,NASDAQ,"BRIGHTHOUSE FINANCIAL, INC.",FINANCE,LIFE INSURANCE
457,BYFC,NASDAQ,BROADWAY FINANCIAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
459,BPY,NASDAQ,BROOKFIELD PROPERTY PARTNERS L.P.,FINANCE,REAL ESTATE
460,BRKL,NASDAQ,"BROOKLINE BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
463,BMTC,NASDAQ,BRYN MAWR BANK CORPORATION,FINANCE,MAJOR BANKS
464,BLMT,NASDAQ,"BSB BANCORP, INC.",FINANCE,MAJOR BANKS
467,BFST,NASDAQ,"BUSINESS FIRST BANCSHARES, INC.",FINANCE,MAJOR BANKS
468,CFFI,NASDAQ,C&F FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
492,CATC,NASDAQ,CAMBRIDGE BANCORP,FINANCE,MAJOR BANKS
493,CAC,NASDAQ,CAMDEN NATIONAL CORPORATION,FINANCE,MAJOR BANKS
499,CCBG,NASDAQ,CAPITAL CITY BANK GROUP,FINANCE,MAJOR BANKS
506,CFFN,NASDAQ,"CAPITOL FEDERAL FINANCIAL, INC.",FINANCE,SAVINGS INSTITUTIONS
508,CSTR,NASDAQ,"CAPSTAR FINANCIAL HOLDINGS, INC.",FINANCE,MAJOR BANKS
521,CARO,NASDAQ,CAROLINA FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
522,CART,NASDAQ,"CAROLINA TRUST BANCSHARES, INC.",FINANCE,MAJOR BANKS
525,CARV,NASDAQ,"CARVER BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
536,CATY,NASDAQ,CATHAY GENERAL BANCORP,FINANCE,MAJOR BANKS
537,CATYW,NASDAQ,CATHAY GENERAL BANCORP,FINANCE,MAJOR BANKS
542,CBFV,NASDAQ,"CB FINANCIAL SERVICES, INC.",FINANCE,MAJOR BANKS
544,CBOE,NASDAQ,"CBOE GLOBAL MARKETS, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
545,CBTX,NASDAQ,"CBTX, INC.",FINANCE,MAJOR BANKS
568,CSFL,NASDAQ,CENTERSTATE BANK CORPORATION,FINANCE,MAJOR BANKS
570,CFBK,NASDAQ,CENTRAL FEDERAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
573,CVCY,NASDAQ,CENTRAL VALLEY COMMUNITY BANCORP,FINANCE,MAJOR BANKS
575,CNBKA,NASDAQ,"CENTURY BANCORP, INC.",FINANCE,MAJOR BANKS
590,CHFN,NASDAQ,CHARTER FINANCIAL CORP.,FINANCE,SAVINGS INSTITUTIONS
597,CHFC,NASDAQ,CHEMICAL FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
599,CHMG,NASDAQ,CHEMUNG FINANCIAL CORP,FINANCE,MAJOR BANKS
611,CCCR,NASDAQ,"CHINA COMMERCIAL CREDIT, INC.",FINANCE,MAJOR BANKS
613,JRJC,NASDAQ,CHINA FINANCE ONLINE CO. LIMITED,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
614,HGSH,NASDAQ,"CHINA HGS REAL ESTATE, INC.",FINANCE,REAL ESTATE
618,CLDC,NASDAQ,CHINA LENDING CORPORATION,FINANCE,DIVERSIFIED FINANCIAL SERVICES
639,CINF,NASDAQ,CINCINNATI FINANCIAL CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS
647,CZNC,NASDAQ,CITIZENS & NORTHERN CORP,FINANCE,MAJOR BANKS
648,CZWI,NASDAQ,"CITIZENS COMMUNITY BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
649,CZFC,NASDAQ,CITIZENS FIRST CORPORATION,FINANCE,MAJOR BANKS
650,CIZN,NASDAQ,CITIZENS HOLDING COMPANY,FINANCE,MAJOR BANKS
652,CHCO,NASDAQ,CITY HOLDING COMPANY,FINANCE,MAJOR BANKS
653,CIVB,NASDAQ,"CIVISTA BANCSHARES, INC.",FINANCE,MAJOR BANKS
654,CIVBP,NASDAQ,"CIVISTA BANCSHARES, INC.",FINANCE,MAJOR BANKS
669,CMSS,NASDAQ,CM SEVEN STAR ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
670,CMSSR,NASDAQ,CM SEVEN STAR ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
671,CMSSU,NASDAQ,CM SEVEN STAR ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
672,CMSSW,NASDAQ,CM SEVEN STAR ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
673,CME,NASDAQ,CME GROUP INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
674,CCNE,NASDAQ,CNB FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
675,CWAY,NASDAQ,"COASTWAY BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
676,COBZ,NASDAQ,COBIZ FINANCIAL INC.,FINANCE,MAJOR BANKS
682,CVLY,NASDAQ,"CODORUS VALLEY BANCORP, INC",FINANCE,SAVINGS INSTITUTIONS
693,CIGI,NASDAQ,COLLIERS INTERNATIONAL GROUP INC.,FINANCE,REAL ESTATE
695,CBAN,NASDAQ,"COLONY BANKCORP, INC.",FINANCE,MAJOR BANKS
696,COLB,NASDAQ,"COLUMBIA BANKING SYSTEM, INC.",FINANCE,MAJOR BANKS
697,CLBK,NASDAQ,"COLUMBIA FINANCIAL, INC.",FINANCE,SAVINGS INSTITUTIONS
701,CBSH,NASDAQ,"COMMERCE BANCSHARES, INC.",FINANCE,MAJOR BANKS
702,CBSHP,NASDAQ,"COMMERCE BANCSHARES, INC.",FINANCE,MAJOR BANKS
708,ESXB,NASDAQ,COMMUNITY BANKERS TRUST CORPORATION.,FINANCE,MAJOR BANKS
709,CFBI,NASDAQ,"COMMUNITY FIRST BANCSHARES, INC.",FINANCE,SAVINGS INSTITUTIONS
711,CTBI,NASDAQ,"COMMUNITY TRUST BANCORP, INC.",FINANCE,MAJOR BANKS
712,CWBC,NASDAQ,COMMUNITY WEST BANCSHARES,FINANCE,MAJOR BANKS
724,CNFR,NASDAQ,"CONIFER HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
727,CNOB,NASDAQ,"CONNECTONE BANCORP, INC.",FINANCE,MAJOR BANKS
731,CNAC,NASDAQ,CONSTELLATION ALPHA CAPITAL CORP.,FINANCE,BUSINESS SERVICES
732,CNACR,NASDAQ,CONSTELLATION ALPHA CAPITAL CORP.,FINANCE,BUSINESS SERVICES
733,CNACU,NASDAQ,CONSTELLATION ALPHA CAPITAL CORP.,FINANCE,BUSINESS SERVICES
734,CNACW,NASDAQ,CONSTELLATION ALPHA CAPITAL CORP.,FINANCE,BUSINESS SERVICES
736,CPSS,NASDAQ,"CONSUMER PORTFOLIO SERVICES, INC.",FINANCE,FINANCE: CONSUMER SERVICES
748,CRVL,NASDAQ,CORVEL CORP.,FINANCE,SPECIALTY INSURERS
753,ICBK,NASDAQ,"COUNTY BANCORP, INC.",FINANCE,MAJOR BANKS
756,COWN,NASDAQ,COWEN INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
757,COWNZ,NASDAQ,COWEN INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
758,PMTS,NASDAQ,CPI CARD GROUP INC.,FINANCE,FINANCE COMPANIES
764,CACC,NASDAQ,CREDIT ACCEPTANCE CORPORATION,FINANCE,FINANCE: CONSUMER SERVICES
765,DGLD,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
766,DSLV,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
767,GLDI,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
768,SLVO,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
769,TVIX,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
770,TVIZ,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
771,UGLD,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
772,USLV,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
773,USOI,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
774,VIIX,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
776,VIIZ,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
777,ZIV,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
779,CRESY,NASDAQ,CRESUD S.A.C.I.F. Y A.,FINANCE,REAL ESTATE
801,CVBF,NASDAQ,CVB FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
852,DFBH,NASDAQ,DFB HEALTHCARE ACQUISITIONS CORP.,FINANCE,BUSINESS SERVICES
853,DFBHU,NASDAQ,DFB HEALTHCARE ACQUISITIONS CORP.,FINANCE,BUSINESS SERVICES
855,DFBHW,NASDAQ,DFB HEALTHCARE ACQUISITIONS CORP.,FINANCE,BUSINESS SERVICES
857,DHIL,NASDAQ,"DIAMOND HILL INVESTMENT GROUP, INC.",FINANCE,INVESTMENT MANAGERS
868,DCOM,NASDAQ,"DIME COMMUNITY BANCSHARES, INC.",FINANCE,SAVINGS INSTITUTIONS
878,DNBF,NASDAQ,DNB FINANCIAL CORP,FINANCE,MAJOR BANKS
884,DGICA,NASDAQ,"DONEGAL GROUP, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
885,DGICB,NASDAQ,"DONEGAL GROUP, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
889,LYL,NASDAQ,DRAGON VICTORY INTERNATIONAL LIMITED,FINANCE,FINANCE/INVESTORS SERVICES
890,DOTA,NASDAQ,"DRAPER OAKWOOD TECHNOLOGY ACQUISITION, INC.",FINANCE,BUSINESS SERVICES
891,DOTAR,NASDAQ,"DRAPER OAKWOOD TECHNOLOGY ACQUISITION, INC.",FINANCE,BUSINESS SERVICES
892,DOTAU,NASDAQ,"DRAPER OAKWOOD TECHNOLOGY ACQUISITION, INC.",FINANCE,BUSINESS SERVICES
893,DOTAW,NASDAQ,"DRAPER OAKWOOD TECHNOLOGY ACQUISITION, INC.",FINANCE,BUSINESS SERVICES
905,ETFC,NASDAQ,E*TRADE FINANCIAL CORPORATION,FINANCE,SAVINGS INSTITUTIONS
906,EBMT,NASDAQ,"EAGLE BANCORP MONTANA, INC.",FINANCE,MAJOR BANKS
907,EGBN,NASDAQ,"EAGLE BANCORP, INC.",FINANCE,MAJOR BANKS
909,EFBI,NASDAQ,"EAGLE FINANCIAL BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
911,EWBC,NASDAQ,"EAST WEST BANCORP, INC.",FINANCE,MAJOR BANKS
912,EACQ,NASDAQ,EASTERLY ACQUISITION CORP.,FINANCE,FINANCE: CONSUMER SERVICES
913,EACQU,NASDAQ,EASTERLY ACQUISITION CORP.,FINANCE,FINANCE: CONSUMER SERVICES
914,EACQW,NASDAQ,EASTERLY ACQUISITION CORP.,FINANCE,FINANCE: CONSUMER SERVICES
938,EHTH,NASDAQ,"EHEALTH, INC.",FINANCE,SPECIALTY INSURERS
949,ELEC,NASDAQ,ELECTRUM SPECIAL ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
950,ELECU,NASDAQ,ELECTRUM SPECIAL ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
951,ELECW,NASDAQ,ELECTRUM SPECIAL ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
953,ESBK,NASDAQ,ELMIRA SAVINGS BANK NY (THE),FINANCE,MAJOR BANKS
956,EMCI,NASDAQ,EMC INSURANCE GROUP INC.,FINANCE,PROPERTY-CASUALTY INSURERS
957,EMCF,NASDAQ,EMCLAIRE FINANCIAL CORP,FINANCE,MAJOR BANKS
962,ECPG,NASDAQ,ENCORE CAPITAL GROUP INC,FINANCE,FINANCE COMPANIES
976,ESGR,NASDAQ,ENSTAR GROUP LIMITED,FINANCE,PROPERTY-CASUALTY INSURERS
977,ENFC,NASDAQ,ENTEGRA FINANCIAL CORP.,FINANCE,BANKS
979,EBTC,NASDAQ,ENTERPRISE BANCORP INC,FINANCE,MAJOR BANKS
980,EFSC,NASDAQ,ENTERPRISE FINANCIAL SERVICES CORPORATION,FINANCE,MAJOR BANKS
984,EQFN,NASDAQ,EQUITABLE FINANCIAL CORP.,FINANCE,SAVINGS INSTITUTIONS
985,EQBK,NASDAQ,"EQUITY BANCSHARES, INC.",FINANCE,MAJOR BANKS
987,ERIE,NASDAQ,ERIE INDEMNITY COMPANY,FINANCE,SPECIALTY INSURERS
991,ESQ,NASDAQ,"ESQUIRE FINANCIAL HOLDINGS, INC.",FINANCE,COMMERCIAL BANKS
992,ESSA,NASDAQ,"ESSA BANCORP, INC.",FINANCE,BANKS
1002,EEFT,NASDAQ,"EURONET WORLDWIDE, INC.",FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
1036,FANH,NASDAQ,FANHUA INC.,FINANCE,SPECIALTY INSURERS
1038,FMAO,NASDAQ,"FARMERS & MERCHANTS BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
1039,FFKT,NASDAQ,FARMERS CAPITAL BANK CORPORATION,FINANCE,MAJOR BANKS
1040,FMNB,NASDAQ,FARMERS NATIONAL BANC CORP.,FINANCE,MAJOR BANKS
1046,FBSS,NASDAQ,"FAUQUIER BANKSHARES, INC.",FINANCE,MAJOR BANKS
1048,FSAC,NASDAQ,FEDERAL STREET ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1049,FSACU,NASDAQ,FEDERAL STREET ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1050,FSACW,NASDAQ,FEDERAL STREET ACQUISITION CORP.,FINANCE,BUSINESS SERVICES
1051,FNHC,NASDAQ,FEDERATED NATIONAL HOLDING COMPANY,FINANCE,PROPERTY-CASUALTY INSURERS
1054,FFBW,NASDAQ,"FFBW, INC.",FINANCE,SAVINGS INSTITUTIONS
1057,FDBC,NASDAQ,"FIDELITY D & D BANCORP, INC.",FINANCE,MAJOR BANKS
1059,LION,NASDAQ,FIDELITY SOUTHERN CORPORATION,FINANCE,MAJOR BANKS
1063,FITB,NASDAQ,FIFTH THIRD BANCORP,FINANCE,MAJOR BANKS
1064,FITBI,NASDAQ,FIFTH THIRD BANCORP,FINANCE,MAJOR BANKS
1065,FNGN,NASDAQ,"FINANCIAL ENGINES, INC.",FINANCE,INVESTMENT MANAGERS
1066,FISI,NASDAQ,"FINANCIAL INSTITUTIONS, INC.",FINANCE,MAJOR BANKS
1069,FNTE,NASDAQ,FINTECH ACQUISITION CORP. II,FINANCE,BUSINESS SERVICES
1070,FNTEU,NASDAQ,FINTECH ACQUISITION CORP. II,FINANCE,BUSINESS SERVICES
1071,FNTEW,NASDAQ,FINTECH ACQUISITION CORP. II,FINANCE,BUSINESS SERVICES
1073,FBNC,NASDAQ,FIRST BANCORP,FINANCE,MAJOR BANKS
1074,FNLC,NASDAQ,"FIRST BANCORP, INC (ME)",FINANCE,MAJOR BANKS
1076,BUSE,NASDAQ,FIRST BUSEY CORPORATION,FINANCE,MAJOR BANKS
1077,FBIZ,NASDAQ,"FIRST BUSINESS FINANCIAL SERVICES, INC.",FINANCE,MAJOR BANKS
1078,FCAP,NASDAQ,"FIRST CAPITAL, INC.",FINANCE,SAVINGS INSTITUTIONS
1079,FCBP,NASDAQ,FIRST CHOICE BANCORP,FINANCE,MAJOR BANKS
1080,FCNCA,NASDAQ,"FIRST CITIZENS BANCSHARES, INC.",FINANCE,MAJOR BANKS
1081,FCBC,NASDAQ,"FIRST COMMUNITY BANCSHARES, INC.",FINANCE,MAJOR BANKS
1082,FCCO,NASDAQ,FIRST COMMUNITY CORPORATION,FINANCE,MAJOR BANKS
1083,FBNK,NASDAQ,"FIRST CONNECTICUT BANCORP, INC.",FINANCE,BANKS
1084,FDEF,NASDAQ,FIRST DEFIANCE FINANCIAL CORP.,FINANCE,SAVINGS INSTITUTIONS
1085,FFBC,NASDAQ,FIRST FINANCIAL BANCORP.,FINANCE,MAJOR BANKS
1086,FFBCW,NASDAQ,FIRST FINANCIAL BANCORP.,FINANCE,MAJOR BANKS
1087,FFIN,NASDAQ,"FIRST FINANCIAL BANKSHARES, INC.",FINANCE,MAJOR BANKS
1088,THFF,NASDAQ,FIRST FINANCIAL CORPORATION INDIANA,FINANCE,MAJOR BANKS
1089,FFNW,NASDAQ,"FIRST FINANCIAL NORTHWEST, INC.",FINANCE,MAJOR BANKS
1090,FFWM,NASDAQ,FIRST FOUNDATION INC.,FINANCE,MAJOR BANKS
1091,FGBI,NASDAQ,"FIRST GUARANTY BANCSHARES, INC.",FINANCE,SAVINGS INSTITUTIONS
1092,FHB,NASDAQ,"FIRST HAWAIIAN, INC.",FINANCE,MAJOR BANKS
1093,INBK,NASDAQ,FIRST INTERNET BANCORP,FINANCE,MAJOR BANKS
1094,INBKL,NASDAQ,FIRST INTERNET BANCORP,FINANCE,MAJOR BANKS
1095,FIBK,NASDAQ,"FIRST INTERSTATE BANCSYSTEM, INC.",FINANCE,MAJOR BANKS
1096,FRME,NASDAQ,FIRST MERCHANTS CORPORATION,FINANCE,MAJOR BANKS
1097,FMBH,NASDAQ,"FIRST MID-ILLINOIS BANCSHARES, INC.",FINANCE,MAJOR BANKS
1098,FMBI,NASDAQ,"FIRST MIDWEST BANCORP, INC.",FINANCE,MAJOR BANKS
1099,FNWB,NASDAQ,FIRST NORTHWEST BANCORP,FINANCE,BANKS
