,Date,datetime,Open,High,Low,Close
105,1985-08-02,1985-08-02,12567.9,12586.24,12525.87,12525.96
106,1985-08-03,1985-08-03,12512.24,12512.24,12471.16,12492.27
107,1985-08-05,1985-08-05,12497.84,12502.16,12444.76,12450.62
108,1985-08-06,1985-08-06,12424.03,12444.19,12420.58,12437.28
109,1985-08-07,1985-08-07,12373.07,12425.95,12373.07,12421.15
110,1985-08-08,1985-08-08,12421.63,12433.82,12372.97,12386.03
111,1985-08-09,1985-08-09,12401.29,12416.64,12391.3,12401.19
112,1985-08-12,1985-08-12,12397.93,12399.75,12370.0,12372.88
113,1985-08-13,1985-08-13,12341.88,12360.69,12298.78,12326.71
114,1985-08-14,1985-08-14,12349.08,12419.64,12334.74,12419.64
115,1985-08-15,1985-08-15,12458.25,12490.49,12434.92,12484.02
116,1985-08-16,1985-08-16,12524.22,12583.08,12512.79,12583.08
117,1985-08-17,1985-08-17,12613.16,12615.59,12590.48,12612.31
118,1985-08-19,1985-08-19,12622.25,12647.08,12621.97,12640.05
119,1985-08-20,1985-08-20,12653.92,12662.36,12619.81,12634.05
120,1985-08-21,1985-08-21,12661.23,12704.81,12634.9,12704.81
121,1985-08-22,1985-08-22,12704.99,12736.95,12695.9,12734.05
122,1985-08-23,1985-08-23,12721.3,12730.95,12676.97,12691.41
123,1985-08-24,1985-08-24,12689.72,12698.72,12678.47,12690.09
124,1985-08-26,1985-08-26,12703.96,12707.34,12639.36,12651.77
125,1985-08-27,1985-08-27,12647.74,12691.78,12632.27,12691.41
126,1985-08-28,1985-08-28,12712.77,12730.39,12678.1,12685.5
127,1985-08-29,1985-08-29,12699.09,12734.61,12687.19,12728.8
128,1985-08-30,1985-08-30,12748.1,12763.47,12709.87,12713.15
129,1985-08-31,1985-08-31,12716.43,12721.11,12695.53,12716.52
130,1985-09-02,1985-09-02,12735.45,12750.45,12718.58,12726.64
131,1985-09-03,1985-09-03,12741.26,12744.73,12630.31,12630.96
132,1985-09-04,1985-09-04,12587.29,12614.75,12499.02,12529.47
133,1985-09-05,1985-09-05,12504.73,12514.57,12480.65,12491.8
134,1985-09-06,1985-09-06,12508.29,12530.6,12451.13,12453.85
135,1985-09-07,1985-09-07,12461.62,12486.18,12457.69,12479.06
136,1985-09-09,1985-09-09,12503.33,12503.89,12433.04,12455.72
137,1985-09-10,1985-09-10,12456.28,12519.54,12433.98,12519.54
138,1985-09-11,1985-09-11,12564.33,12627.03,12537.06,12625.25
139,1985-09-12,1985-09-12,12605.47,12627.68,12593.57,12603.04
140,1985-09-13,1985-09-13,12593.95,12596.57,12551.68,12585.7
141,1985-09-17,1985-09-17,12599.29,12603.69,12580.73,12591.51
142,1985-09-18,1985-09-18,12575.48,12587.39,12474.37,12529.66
143,1985-09-19,1985-09-19,12548.4,12566.49,12538.0,12564.99
144,1985-09-20,1985-09-20,12619.72,12677.35,12594.6,12666.95
145,1985-09-21,1985-09-21,12669.85,12733.01,12660.95,12733.01
146,1985-09-24,1985-09-24,12786.62,12804.7,12741.54,12755.6
147,1985-09-25,1985-09-25,12746.79,12751.1,12678.29,12704.81
148,1985-09-26,1985-09-26,12714.86,12716.55,12678.41,12689.5
149,1985-09-27,1985-09-27,12712.04,12713.17,12520.39,12538.71
150,1985-09-28,1985-09-28,12524.33,12593.01,12518.98,12593.01
151,1985-09-30,1985-09-30,12619.88,12700.11,12596.11,12700.11
152,1985-10-01,1985-10-01,12705.37,12731.4,12674.56,12685.36
153,1985-10-02,1985-10-02,12683.77,12751.5,12683.67,12720.5
154,1985-10-03,1985-10-03,12715.8,12726.04,12683.2,12700.86
155,1985-10-04,1985-10-04,12698.23,12723.51,12685.64,12713.83
156,1985-10-05,1985-10-05,12701.9,12751.5,12701.9,12750.66
157,1985-10-07,1985-10-07,12753.57,12803.27,12753.57,12792.0
158,1985-10-08,1985-10-08,12794.81,12844.04,12794.25,12835.21
159,1985-10-09,1985-10-09,12845.17,12882.66,12843.48,12857.2
160,1985-10-11,1985-10-11,12856.82,12951.8,12856.82,12949.92
161,1985-10-14,1985-10-14,12955.37,13018.98,12955.37,13017.29
162,1985-10-15,1985-10-15,13021.7,13056.37,13014.28,13055.52
163,1985-10-16,1985-10-16,13048.59,13079.03,13022.65,13036.56
164,1985-10-17,1985-10-17,13038.62,13049.24,12974.81,13021.14
165,1985-10-18,1985-10-18,13018.8,13050.47,12969.74,12973.22
166,1985-10-19,1985-10-19,12969.93,13016.54,12965.79,13015.69
167,1985-10-21,1985-10-21,13019.36,13049.9,13008.83,13023.21
168,1985-10-22,1985-10-22,13021.05,13044.26,12999.62,13001.69
169,1985-10-23,1985-10-23,13005.26,13033.27,12945.59,12946.53
170,1985-10-24,1985-10-24,12937.69,12969.08,12857.72,12969.08
171,1985-10-25,1985-10-25,12988.35,13063.53,12841.18,12854.99
172,1985-10-26,1985-10-26,12839.86,12839.86,12710.46,12832.63
173,1985-10-28,1985-10-28,12843.06,12987.41,12843.06,12937.04
174,1985-10-29,1985-10-29,12930.93,12973.31,12885.91,12913.92
175,1985-10-30,1985-10-30,12908.56,12958.37,12899.26,12908.66
176,1985-10-31,1985-10-31,12917.02,12953.01,12909.59,12936.47
177,1985-11-01,1985-11-01,12926.51,12936.57,12744.95,12808.1
178,1985-11-02,1985-11-02,12797.01,12811.48,12763.09,12809.98
179,1985-11-05,1985-11-05,12806.13,12820.69,12752.0,12820.69
180,1985-11-06,1985-11-06,12822.76,12893.06,12814.4,12892.4
181,1985-11-07,1985-11-07,12893.34,12893.9,12815.9,12851.24
182,1985-11-08,1985-11-08,12847.66,12854.15,12807.35,12851.05
183,1985-11-11,1985-11-11,12848.98,12856.03,12808.57,12821.26
184,1985-11-12,1985-11-12,12824.73,12842.12,12716.66,12735.08
185,1985-11-13,1985-11-13,12730.66,12750.59,12703.69,12716.29
186,1985-11-14,1985-11-14,12705.67,12705.67,12480.12,12589.51
187,1985-11-15,1985-11-15,12572.97,12656.61,12562.92,12637.44
188,1985-11-16,1985-11-16,12643.08,12687.53,12638.57,12679.64
189,1985-11-18,1985-11-18,12682.45,12739.12,12682.45,12700.31
190,1985-11-19,1985-11-19,12698.9,12698.9,12565.17,12607.27
191,1985-11-20,1985-11-20,12604.74,12658.49,12598.35,12642.89
192,1985-11-21,1985-11-21,12641.11,12702.28,12641.11,12697.02
193,1985-11-22,1985-11-22,12705.85,12803.59,12705.85,12759.33
194,1985-11-25,1985-11-25,12765.62,12800.68,12764.31,12783.39
195,1985-11-26,1985-11-26,12781.6,12801.43,12766.38,12783.1
196,1985-11-27,1985-11-27,12783.76,12807.35,12756.23,12777.84
197,1985-11-28,1985-11-28,12782.73,12814.87,12736.58,12741.19
198,1985-11-29,1985-11-29,12736.21,12764.31,12716.1,12763.27
199,1985-11-30,1985-11-30,12773.24,12788.08,12764.21,12779.53
200,1985-12-02,1985-12-02,12783.01,12816.65,12783.01,12796.92
201,1985-12-03,1985-12-03,12787.8,12793.82,12765.34,12774.55
202,1985-12-04,1985-12-04,12770.79,12811.2,12758.2,12811.2
203,1985-12-05,1985-12-05,12826.14,12873.98,12826.14,12864.11
204,1985-12-06,1985-12-06,12863.55,12884.5,12781.6,12793.53
205,1985-12-07,1985-12-07,12781.13,12790.9,12732.73,12790.9
206,1985-12-09,1985-12-09,12790.06,12821.35,12782.26,12798.23
207,1985-12-10,1985-12-10,12807.35,12851.42,12807.35,12850.95
208,1985-12-11,1985-12-11,12869.66,12977.63,12869.66,12972.0
209,1985-12-12,1985-12-12,12979.8,13070.29,12979.8,13050.28
210,1985-12-13,1985-12-13,13058.55,13115.03,13058.55,13107.98
211,1985-12-16,1985-12-16,13111.17,13183.25,13098.77,13117.85
212,1985-12-17,1985-12-17,13127.71,13169.91,13119.82,13128.94
213,1985-12-18,1985-12-18,13122.36,13138.14,13095.01,13102.34
214,1985-12-19,1985-12-19,13109.58,13129.88,13089.65,13115.03
215,1985-12-20,1985-12-20,13112.4,13116.34,12995.77,13011.09
216,1985-12-21,1985-12-21,13004.23,13004.23,12962.6,12962.79
217,1985-12-23,1985-12-23,12961.0,13055.45,12961.0,13043.04
218,1985-12-24,1985-12-24,13050.28,13050.28,12992.48,13010.71
219,1985-12-25,1985-12-25,13018.42,13104.13,13018.42,13097.83
220,1985-12-26,1985-12-26,13108.14,13121.61,13071.02,13084.59
221,1985-12-27,1985-12-27,13078.28,13105.78,13066.97,13083.18
222,1985-12-28,1985-12-28,13075.26,13117.94,13075.26,13113.32
223,1986-01-04,1986-01-04,13118.5,13142.33,13105.97,13136.87
224,1986-01-06,1986-01-06,13129.05,13145.54,13053.22,13053.79
225,1986-01-07,1986-01-07,13034.57,13037.68,12933.5,12991.24
226,1986-01-08,1986-01-08,12997.74,13057.46,12996.8,13056.42
227,1986-01-09,1986-01-09,13036.08,13062.26,12959.21,13034.19
228,1986-01-10,1986-01-10,13033.91,13037.11,12989.17,12998.21
229,1986-01-13,1986-01-13,12992.09,12992.09,12946.87,12977.02
230,1986-01-14,1986-01-14,12968.82,12968.82,12924.83,12928.6
231,1986-01-16,1986-01-16,12940.18,13027.13,12940.18,13027.13
232,1986-01-17,1986-01-17,13031.37,13059.16,12992.28,13009.7
233,1986-01-18,1986-01-18,13001.32,13008.2,12984.27,13006.78
234,1986-01-20,1986-01-20,13005.37,13005.37,12938.58,12952.05
235,1986-01-21,1986-01-21,12934.06,12940.94,12880.93,12881.5
236,1986-01-22,1986-01-22,12883.38,12942.92,12882.25,12923.32
237,1986-01-23,1986-01-23,12926.71,12931.71,12871.89,12888.94
238,1986-01-24,1986-01-24,12892.14,12944.33,12879.71,12904.2
239,1986-01-25,1986-01-25,12905.24,12955.16,12905.24,12953.37
240,1986-01-27,1986-01-27,12965.81,13027.69,12965.81,12983.14
241,1986-01-28,1986-01-28,12983.8,13009.04,12969.2,12993.69
242,1986-01-29,1986-01-29,12991.71,13013.56,12948.76,12957.14
243,1986-01-30,1986-01-30,12954.13,12964.39,12938.02,12949.04
244,1986-01-31,1986-01-31,12948.38,13026.38,12944.71,13024.3
245,1986-02-01,1986-02-01,13022.98,13068.86,13022.98,13043.61
246,1986-02-03,1986-02-03,13046.82,13118.31,13046.82,13086.47
247,1986-02-04,1986-02-04,13094.01,13146.67,13094.01,13138.09
248,1986-02-05,1986-02-05,13131.88,13188.49,13131.88,13185.66
249,1986-02-06,1986-02-06,13190.66,13210.34,13170.31,13186.61
250,1986-02-07,1986-02-07,13185.95,13216.94,13185.95,13212.13
251,1986-02-10,1986-02-10,13218.07,13238.04,13217.69,13226.07
252,1986-02-12,1986-02-12,13223.34,13311.23,13223.34,13300.58
253,1986-02-13,1986-02-13,13306.42,13355.88,13276.38,13293.8
254,1986-02-14,1986-02-14,13295.21,13355.6,13295.21,13342.78
255,1986-02-15,1986-02-15,13348.81,13404.58,13348.81,13404.3
256,1986-02-17,1986-02-17,13409.66,13477.49,13409.66,13447.91
257,1986-02-18,1986-02-18,13448.29,13468.54,13416.16,13436.23
258,1986-02-19,1986-02-19,13435.95,13488.32,13435.85,13466.65
259,1986-02-20,1986-02-20,13461.19,13468.35,13348.53,13355.41
260,1986-02-21,1986-02-21,13364.92,13394.78,13364.92,13394.31
261,1986-02-22,1986-02-22,13401.56,13433.21,13395.35,13433.21
262,1986-02-24,1986-02-24,13441.31,13503.49,13441.31,13503.49
263,1986-02-25,1986-02-25,13507.72,13579.88,13507.72,13576.3
264,1986-02-26,1986-02-26,13573.57,13626.51,13566.22,13621.7
265,1986-02-27,1986-02-27,13627.73,13684.82,13614.07,13642.14
266,1986-02-28,1986-02-28,13646.57,13701.58,13610.4,13640.83
267,1986-03-01,1986-03-01,13643.84,13734.55,13643.84,13727.86
268,1986-03-03,1986-03-03,13735.12,13803.32,13733.42,13757.63
269,1986-03-04,1986-03-04,13764.98,13798.32,13754.33,13784.29
270,1986-03-05,1986-03-05,13785.51,13811.51,13768.75,13807.46
271,1986-03-06,1986-03-06,13821.12,13904.95,13821.12,13901.56
272,1986-03-07,1986-03-07,13907.5,14011.68,13907.5,13994.63
273,1986-03-10,1986-03-10,13992.28,14060.57,13992.28,14056.52
274,1986-03-11,1986-03-11,14055.01,14087.32,14050.68,14066.22
275,1986-03-12,1986-03-12,14085.44,14238.23,14085.44,14238.13
276,1986-03-13,1986-03-13,14235.02,14415.69,14233.52,14414.66
277,1986-03-14,1986-03-14,14410.98,14516.77,14382.91,14516.77
278,1986-03-15,1986-03-15,14518.75,14664.47,14518.75,14664.47
279,1986-03-17,1986-03-17,14672.0,14748.02,14547.85,14655.52
280,1986-03-18,1986-03-18,14655.9,14712.42,14618.03,14639.32
281,1986-03-19,1986-03-19,14643.65,14657.4,14447.44,14476.54
282,1986-03-20,1986-03-20,14477.49,14768.27,14477.49,14753.3
283,1986-03-22,1986-03-22,14753.67,15015.73,14753.67,15013.19
284,1986-03-24,1986-03-24,15012.15,15045.5,14844.2,14975.23
285,1986-03-25,1986-03-25,14977.2,14977.2,14822.16,14826.87
286,1986-03-26,1986-03-26,14827.24,15059.72,14809.16,15059.72
287,1986-03-27,1986-03-27,15057.54,15368.88,15057.54,15337.18
288,1986-03-28,1986-03-28,15328.95,15489.54,15273.68,15364.34
289,1986-03-29,1986-03-29,15372.67,15590.9,15372.67,15590.9
290,1986-03-31,1986-03-31,15597.24,15860.13,15597.24,15859.75
291,1986-04-01,1986-04-01,15864.64,15966.14,15693.52,15745.87
292,1986-04-02,1986-04-02,15742.1,15742.1,15529.57,15555.51
293,1986-04-03,1986-04-03,15556.74,15556.74,15146.5,15272.24
294,1986-04-04,1986-04-04,15276.67,15302.33,14991.42,15019.81
295,1986-04-05,1986-04-05,15014.06,15124.33,14994.34,15124.33
296,1986-04-07,1986-04-07,15136.59,15274.5,15060.47,15061.98
297,1986-04-08,1986-04-08,15065.75,15066.22,14977.17,15014.06
298,1986-04-09,1986-04-09,15029.43,15144.04,15029.43,15110.18
299,1986-04-10,1986-04-10,15111.97,15213.47,15111.97,15203.57
300,1986-04-11,1986-04-11,15209.79,15332.14,15205.45,15326.38
301,1986-04-14,1986-04-14,15344.4,15490.24,15344.4,15396.76
302,1986-04-15,1986-04-15,15406.66,15454.01,15283.28,15352.33
303,1986-04-16,1986-04-16,15350.82,15376.57,15325.63,15358.36
304,1986-04-17,1986-04-17,15359.78,15492.69,15359.78,15486.84
305,1986-04-18,1986-04-18,15491.75,15775.59,15491.75,15758.61
306,1986-04-19,1986-04-19,15765.4,15841.62,15765.4,15826.62
307,1986-04-21,1986-04-21,15834.36,15914.91,15797.75,15827.28
308,1986-04-22,1986-04-22,15825.31,15859.29,15712.16,15712.91
309,1986-04-23,1986-04-23,15712.91,15753.3,15636.28,15748.02
310,1986-04-24,1986-04-24,15744.15,15756.04,15671.01,15682.05
311,1986-04-25,1986-04-25,15678.94,15752.83,15678.94,15689.88
312,1986-04-26,1986-04-26,15690.35,15725.18,15685.16,15707.34
313,1986-04-28,1986-04-28,15718.67,15793.13,15718.67,15757.93
314,1986-04-30,1986-04-30,15754.72,15839.66,15750.85,15825.5
315,1986-05-01,1986-05-01,15817.95,15817.95,15723.67,15782.65
316,1986-05-02,1986-05-02,15778.97,15888.92,15778.12,15868.44
317,1986-05-06,1986-05-06,15869.57,15912.61,15869.57,15900.15
318,1986-05-07,1986-05-07,15897.89,15959.51,15897.89,15953.85
319,1986-05-08,1986-05-08,15959.61,16089.47,15959.61,16078.24
320,1986-05-09,1986-05-09,16082.58,16209.61,16082.58,16194.98
321,1986-05-12,1986-05-12,16197.06,16248.3,16099.75,16105.23
322,1986-05-13,1986-05-13,16105.89,16105.89,15916.29,15982.26
323,1986-05-14,1986-05-14,15982.35,16011.61,15940.45,15943.75
324,1986-05-15,1986-05-15,15953.1,15972.82,15922.8,15924.69
325,1986-05-16,1986-05-16,15911.38,15911.38,15646.66,15739.05
326,1986-05-17,1986-05-17,15723.1,15723.1,15608.72,15674.03
327,1986-05-19,1986-05-19,15678.56,15749.53,15678.56,15697.53
328,1986-05-20,1986-05-20,15694.79,15702.53,15669.78,15689.98
329,1986-05-21,1986-05-21,15697.34,15820.97,15697.34,15808.14
330,1986-05-22,1986-05-22,15815.4,15929.12,15813.8,15917.33
331,1986-05-23,1986-05-23,15928.46,16209.98,15928.46,16204.98
332,1986-05-24,1986-05-24,16218.29,16397.41,16218.29,16397.32
333,1986-05-26,1986-05-26,16420.54,16503.78,16383.07,16409.49
334,1986-05-27,1986-05-27,16411.57,16469.23,16390.43,16467.35
335,1986-05-28,1986-05-28,16473.05,16557.27,16473.05,16553.39
336,1986-05-29,1986-05-29,16558.22,16706.68,16558.22,16610.61
337,1986-05-30,1986-05-30,16618.66,16673.61,16543.82,16670.77
338,1986-05-31,1986-05-31,16666.04,16673.61,16611.84,16629.09
339,1986-06-02,1986-06-02,16637.9,16761.44,16637.9,16739.27
340,1986-06-03,1986-06-03,16742.97,16748.37,16669.54,16669.54
341,1986-06-04,1986-06-04,16669.07,16802.75,16669.07,16802.75
342,1986-06-05,1986-06-05,16805.12,16866.79,16800.76,16810.99
343,1986-06-06,1986-06-06,16808.43,16865.28,16808.43,16817.91
344,1986-06-07,1986-06-07,16818.85,16929.61,16815.63,16899.01
345,1986-06-09,1986-06-09,16901.47,17017.43,16901.47,17008.34
346,1986-06-10,1986-06-10,17004.83,17013.07,16773.38,16967.69
347,1986-06-11,1986-06-11,16978.68,17133.21,16978.68,17096.45
348,1986-06-12,1986-06-12,17106.11,17202.94,17106.11,17131.22
349,1986-06-13,1986-06-13,17132.73,17211.18,17132.73,17205.97
350,1986-06-16,1986-06-16,17209.47,17266.51,17161.72,17185.6
351,1986-06-17,1986-06-17,17182.47,17192.04,17048.6,17075.89
352,1986-06-18,1986-06-18,17066.7,17189.39,17066.7,17177.07
353,1986-06-19,1986-06-19,17176.41,17284.98,17176.41,17277.59
354,1986-06-20,1986-06-20,17283.94,17424.63,17283.94,17403.13
355,1986-06-21,1986-06-21,17399.72,17490.76,17399.72,17454.86
356,1986-06-23,1986-06-23,17454.1,17495.5,17442.07,17457.89
357,1986-06-24,1986-06-24,17454.76,17460.45,17342.4,17342.4
358,1986-06-25,1986-06-25,17351.02,17525.44,17351.02,17516.63
359,1986-06-26,1986-06-26,17515.87,17619.99,17515.87,17600.95
360,1986-06-27,1986-06-27,17601.89,17637.8,17453.34,17500.43
361,1986-06-28,1986-06-28,17509.14,17570.91,17509.14,17547.42
362,1986-06-30,1986-06-30,17555.95,17655.42,17555.95,17654.19
363,1986-07-01,1986-07-01,17656.09,17675.98,17571.1,17622.74
364,1986-07-02,1986-07-02,17630.79,17693.79,17629.18,17669.92
365,1986-07-03,1986-07-03,17676.17,17748.08,17676.17,17691.8
366,1986-07-04,1986-07-04,17692.09,17715.68,17519.47,17597.73
367,1986-07-05,1986-07-05,17588.82,17609.1,17555.0,17595.36
368,1986-07-07,1986-07-07,17626.91,17827.29,17626.91,17714.07
369,1986-07-08,1986-07-08,17711.04,17740.31,17484.6,17734.15
370,1986-07-09,1986-07-09,17739.27,17763.33,17489.06,17506.11
371,1986-07-10,1986-07-10,17500.62,17519.0,17442.35,17469.82
372,1986-07-11,1986-07-11,17481.1,17686.97,17481.1,17670.77
373,1986-07-14,1986-07-14,17676.93,17844.34,17676.93,17820.56
374,1986-07-15,1986-07-15,17817.72,17920.51,17764.19,17882.8
375,1986-07-16,1986-07-16,17884.89,17886.59,17687.64,17700.9
376,1986-07-17,1986-07-17,17695.12,17764.66,17686.12,17725.63
377,1986-07-18,1986-07-18,17735.58,17901.09,17735.58,17838.84
378,1986-07-19,1986-07-19,17839.22,17903.55,17836.76,17841.31
379,1986-07-21,1986-07-21,17852.3,17963.05,17277.5,17522.22
380,1986-07-22,1986-07-22,17513.22,17723.73,17371.1,17639.32
381,1986-07-23,1986-07-23,17649.08,17896.92,17649.08,17860.07
382,1986-07-24,1986-07-24,17864.8,18039.7,17864.8,18026.24
383,1986-07-25,1986-07-25,18024.16,18131.69,18016.86,18050.59
384,1986-07-26,1986-07-26,18052.01,18052.01,17988.54,17998.29
385,1986-07-28,1986-07-28,17989.01,18042.35,17977.93,18038.94
386,1986-07-29,1986-07-29,18037.04,18043.11,17689.06,17728.94
